ticket_id,employee_id,created_date,issue_category,priority,resolution_time_hours,assigned_team,status
TKT00312,10015,2011-05-03 09:03:00,Other,High,10.05,HR Support,Closed
TKT00313,10015,2011-05-19 16:40:00,Access,Low,36.72,IT Service Desk,Closed
TKT00314,10080,2009-01-29 15:38:00,Other,Medium,7.86,IT Service Desk,Resolved
TKT00315,10080,2009-01-19 16:21:00,Access,Low,19.06,IT Service Desk,Resolved
TKT00316,10258,2011-09-12 17:54:00,Other,High,8.12,HR Support,Closed
TKT00317,10258,2011-09-29 14:31:00,HR policy,High,6.18,HR Support,Resolved
TKT00318,10273,2010-05-21 13:20:00,Payroll,Low,35.96,HR Support,Resolved
TKT00319,10111,2015-04-04 14:45:00,Hardware,Medium,33.69,Endpoint Support,Closed
TKT00320,10111,2015-04-20 16:01:00,Access,Medium,32.13,IT Service Desk,Resolved
TKT00321,10257,2011-06-30 11:00:00,HR policy,Medium,22.38,HR Support,Closed
TKT00322,10257,2011-05-28 14:48:00,HR policy,Low,,People Operations,In Progress
TKT00323,10257,2011-06-23 11:04:00,Access,Low,22.84,IT Access Management,Resolved
TKT00324,10257,2011-05-25 12:05:00,Access,Medium,15.1,IT Service Desk,Closed
TKT00325,10159,2015-04-17 17:56:00,Access,High,6.23,IT Access Management,Resolved
TKT00326,10122,2011-11-17 15:39:00,HR policy,Medium,10.59,People Operations,Closed
TKT00327,10122,2011-11-10 10:08:00,Learning,Low,43.56,Learning & Development,Closed
TKT00328,10122,2011-12-17 17:57:00,Other,Low,,HR Support,In Progress
TKT00329,10142,2014-08-03 12:49:00,Access,Medium,11.22,IT Access Management,Resolved
TKT00330,10142,2014-07-16 10:49:00,Hardware,Low,43.46,Endpoint Support,Closed
TKT00331,10142,2014-07-19 10:49:00,Learning,Medium,18.48,HR Support,Closed
TKT00332,10283,2012-04-12 11:50:00,Access,Medium,27.54,IT Service Desk,Resolved
TKT00333,10283,2012-04-19 16:36:00,Learning,Medium,20.86,Learning & Development,Resolved
TKT00334,10283,2012-04-20 12:28:00,Hardware,Medium,41.04,Endpoint Support,Resolved
TKT00335,10283,2012-04-05 11:39:00,Learning,High,4.99,HR Support,Resolved
TKT00336,10283,2012-05-06 11:14:00,Access,Medium,16.87,IT Service Desk,Resolved
TKT00337,10283,2012-04-04 16:14:00,Hardware,High,20.66,Endpoint Support,Resolved
TKT00338,10283,2012-04-20 17:52:00,Access,Medium,15.57,IT Access Management,Resolved
TKT00339,10018,2014-10-02 10:18:00,Other,Low,21.55,IT Service Desk,Closed
TKT00340,10018,2014-11-13 12:00:00,Payroll,Medium,26.45,HR Support,Resolved
TKT00341,10018,2014-10-18 09:15:00,Hardware,Medium,22.56,Endpoint Support,Resolved
TKT00342,10018,2014-09-29 15:17:00,Other,Medium,14.61,HR Support,Resolved
TKT00343,10255,2015-02-24 10:45:00,Learning,Medium,7.95,HR Support,Closed
TKT00344,10255,2015-04-02 08:56:00,Hardware,Medium,17.87,IT Service Desk,Closed
TKT00345,10255,2015-03-24 17:52:00,Other,Medium,19.22,IT Service Desk,Resolved
TKT00346,10255,2015-03-16 09:35:00,Other,Low,,IT Service Desk,In Progress
TKT00347,10255,2015-03-19 08:50:00,Hardware,Critical,4.28,IT Service Desk,Resolved
TKT00348,10228,2015-04-03 08:38:00,Access,Medium,17.56,IT Service Desk,Resolved
TKT00349,10228,2015-04-25 17:27:00,Payroll,High,5.67,HR Support,Resolved
TKT00350,10228,2015-05-07 08:34:00,Other,Medium,11.77,HR Support,Resolved
TKT00351,10228,2015-03-30 12:36:00,Other,Medium,8.09,IT Service Desk,Resolved
TKT00352,10228,2015-05-02 15:11:00,Hardware,Low,63.06,IT Service Desk,Resolved
TKT00353,10228,2015-04-20 13:31:00,Access,Medium,21.59,IT Service Desk,Resolved
TKT00354,10243,2013-12-14 08:27:00,Other,Low,14.48,IT Service Desk,Closed
TKT00355,10243,2013-12-06 12:12:00,Hardware,Medium,25.08,Endpoint Support,Resolved
TKT00356,10031,2011-07-31 15:14:00,Hardware,Low,72.7,Endpoint Support,Resolved
TKT00357,10031,2011-08-13 11:37:00,Learning,Medium,26.03,Learning & Development,Closed
TKT00358,10300,2010-04-30 12:24:00,Hardware,Low,28.93,IT Service Desk,Resolved
TKT00359,10300,2010-05-30 14:53:00,Access,Low,20.89,IT Service Desk,Resolved
TKT00360,10300,2010-05-08 09:24:00,Access,Medium,12.73,IT Service Desk,Resolved
TKT00361,10300,2010-05-10 11:28:00,Payroll,Low,48.8,Payroll Support,Resolved
TKT00362,10300,2010-05-01 09:08:00,Access,Critical,1.28,IT Access Management,Resolved
TKT00363,10300,2010-05-14 17:24:00,Access,Medium,15.43,IT Service Desk,Resolved
TKT00364,10101,2015-02-16 11:34:00,Access,Medium,12.25,IT Service Desk,Resolved
TKT00365,10101,2015-01-20 09:49:00,Hardware,High,8.29,IT Service Desk,Resolved
TKT00366,10101,2015-01-05 16:09:00,Other,Medium,9.3,IT Service Desk,Resolved
TKT00367,10101,2015-01-26 11:20:00,Payroll,Medium,42.99,Payroll Support,Resolved
TKT00368,10237,2014-06-26 16:13:00,Access,High,8.61,IT Access Management,Resolved
TKT00369,10237,2014-06-05 15:01:00,Hardware,High,15.11,Endpoint Support,Resolved
TKT00370,10237,2014-06-23 15:31:00,Access,Medium,15.53,IT Service Desk,Resolved
TKT00371,10237,2014-05-18 15:39:00,Other,Low,31.08,HR Support,Resolved
TKT00372,10051,2012-07-23 09:39:00,Access,Low,,IT Access Management,In Progress
TKT00373,10051,2012-07-10 14:40:00,Learning,Medium,5.89,HR Support,Closed
TKT00374,10218,2013-10-11 12:03:00,Access,Medium,9.14,IT Access Management,Resolved
TKT00375,10256,2013-09-27 17:45:00,Access,High,2.1,IT Service Desk,Resolved
TKT00376,10256,2013-08-22 11:46:00,Learning,Medium,25.45,HR Support,Resolved
TKT00377,10256,2013-09-02 16:29:00,Access,Medium,22.46,IT Access Management,Resolved
TKT00378,10256,2013-08-23 13:19:00,Other,Low,9.67,HR Support,Resolved
TKT00379,10098,2015-06-02 14:38:00,Learning,Medium,14.58,Learning & Development,Resolved
TKT00380,10098,2015-07-17 09:42:00,Access,Medium,25.73,IT Access Management,Resolved
TKT00381,10059,2011-03-29 10:12:00,Other,Low,33.71,HR Support,Resolved
TKT00382,10059,2011-03-15 12:37:00,HR policy,Low,23.21,HR Support,Resolved
TKT00383,10059,2011-02-27 10:09:00,Hardware,Medium,19.12,Endpoint Support,Resolved
TKT00384,10059,2011-03-26 08:26:00,Access,Low,,IT Service Desk,In Progress
TKT00385,10059,2011-02-25 16:00:00,Learning,Medium,23.21,HR Support,Resolved
TKT00386,10059,2011-03-03 10:06:00,Access,Medium,16.99,IT Access Management,Closed
TKT00387,10234,2017-04-28 16:23:00,Other,Medium,12.77,HR Support,Resolved
TKT00388,10234,2017-05-01 09:10:00,Hardware,High,8.22,Endpoint Support,Resolved
TKT00389,10234,2017-04-22 14:34:00,HR policy,Medium,15.69,HR Support,Resolved
TKT00390,10109,2012-03-14 15:40:00,HR policy,Medium,15.68,People Operations,Resolved
TKT00391,10109,2012-04-12 12:03:00,Hardware,Low,43.49,IT Service Desk,Resolved
TKT00392,10109,2012-04-19 09:25:00,HR policy,High,4.86,HR Support,Resolved
TKT00393,10125,2011-11-28 11:35:00,Hardware,Critical,6.62,IT Service Desk,Resolved
TKT00394,10125,2011-12-31 08:42:00,HR policy,High,5.58,HR Support,Resolved
TKT00395,10074,2013-11-13 08:51:00,Hardware,High,7.11,IT Service Desk,Resolved
TKT00396,10097,2012-02-14 14:17:00,Access,Medium,20.52,IT Access Management,Closed
TKT00397,10097,2012-01-10 09:52:00,HR policy,Medium,12.86,People Operations,Resolved
TKT00398,10097,2012-02-15 12:49:00,Access,Low,55.87,IT Service Desk,Resolved
TKT00399,10097,2012-01-15 13:17:00,Learning,Low,16.56,Learning & Development,Resolved
TKT00400,10097,2012-02-12 11:15:00,HR policy,Low,26.98,People Operations,Resolved
TKT00401,10007,2014-06-09 11:10:00,Access,Medium,14.88,IT Access Management,Resolved
TKT00402,10007,2014-05-28 14:00:00,Learning,Medium,17.03,HR Support,Resolved
TKT00403,10007,2014-05-25 14:11:00,Learning,High,7.73,Learning & Development,Resolved
TKT00404,10007,2014-06-03 09:26:00,HR policy,Low,10.9,People Operations,Resolved
TKT00405,10007,2014-06-01 17:14:00,Access,Medium,18.88,IT Service Desk,Resolved
TKT00406,10007,2014-06-23 15:17:00,Payroll,Low,49.08,HR Support,Resolved
TKT00407,10007,2014-05-25 12:07:00,Other,Medium,23.87,HR Support,Resolved
TKT00408,10075,2011-01-13 09:41:00,Access,Low,14.63,IT Service Desk,Resolved
TKT00409,10167,2014-08-25 14:41:00,Payroll,Medium,34.4,Payroll Support,Closed
TKT00410,10167,2014-09-01 17:06:00,Payroll,Medium,24.95,HR Support,Resolved
TKT00411,10167,2014-09-25 14:01:00,Access,Medium,25.6,IT Access Management,Resolved
TKT00412,10195,2011-09-06 16:28:00,Learning,Low,,Learning & Development,In Progress
TKT00413,10195,2011-09-24 17:05:00,Access,Low,22.06,IT Access Management,Resolved
TKT00414,10195,2011-08-18 09:56:00,Payroll,High,15.73,HR Support,Resolved
TKT00415,10195,2011-08-23 15:52:00,Access,Low,30.33,IT Service Desk,Resolved
TKT00416,10112,2015-05-12 12:16:00,Access,Low,56.59,IT Service Desk,Resolved
TKT00417,10112,2015-04-24 16:48:00,Payroll,Medium,17.32,HR Support,Resolved
TKT00418,10112,2015-04-03 14:30:00,Access,Medium,24.97,IT Access Management,Closed
TKT00419,10112,2015-05-09 08:31:00,Hardware,Low,17.41,IT Service Desk,Resolved
TKT00420,10112,2015-04-24 17:28:00,Hardware,Medium,48.56,IT Service Desk,Resolved
TKT00421,10112,2015-05-08 13:07:00,Payroll,Medium,19.8,HR Support,Closed
TKT00422,10272,2014-05-28 15:25:00,Access,Low,,IT Access Management,In Progress
TKT00423,10272,2014-05-06 10:08:00,Other,High,10.98,HR Support,Resolved
TKT00424,10272,2014-05-30 17:56:00,HR policy,Medium,13.41,HR Support,Resolved
TKT00425,10182,2015-03-27 08:43:00,Other,Medium,25.56,IT Service Desk,Resolved
TKT00426,10248,2012-03-21 17:08:00,Access,Medium,20.18,IT Access Management,Resolved
TKT00427,10248,2012-02-22 15:42:00,HR policy,High,3.11,HR Support,Closed
TKT00428,10248,2012-03-09 11:09:00,HR policy,Medium,12.97,People Operations,Resolved
TKT00429,10248,2012-03-24 13:10:00,Learning,Critical,4.23,HR Support,Resolved
TKT00430,10248,2012-03-06 12:19:00,Payroll,Low,39.67,Payroll Support,Resolved
TKT00431,10248,2012-03-31 11:06:00,Access,Medium,17.14,IT Access Management,Resolved
TKT00432,10201,2016-06-19 17:11:00,Learning,Low,50.88,HR Support,Closed
TKT00433,10201,2016-06-06 11:17:00,Learning,Medium,7.75,Learning & Development,Closed
TKT00434,10201,2016-07-12 17:48:00,Hardware,Medium,35.39,IT Service Desk,Resolved
TKT00435,10201,2016-06-25 16:49:00,Payroll,High,,HR Support,In Progress
TKT00436,10201,2016-06-21 15:04:00,Hardware,Medium,52.68,Endpoint Support,Closed
TKT00437,10214,2015-06-10 13:48:00,HR policy,Medium,13.19,HR Support,Closed
TKT00438,10214,2015-07-19 13:23:00,Hardware,Medium,18.26,IT Service Desk,Closed
TKT00439,10214,2015-07-12 14:40:00,Hardware,Medium,,Endpoint Support,In Progress
TKT00440,10160,2011-03-21 16:50:00,Payroll,Medium,18.26,HR Support,Resolved
TKT00441,10160,2011-02-28 11:50:00,Access,Medium,15.93,IT Service Desk,Resolved
TKT00442,10160,2011-03-21 15:17:00,Access,Low,30.03,IT Access Management,Resolved
TKT00443,10160,2011-04-02 15:32:00,Hardware,High,6.64,Endpoint Support,Resolved
TKT00444,10160,2011-04-06 17:09:00,Hardware,High,17.45,IT Service Desk,Closed
TKT00445,10160,2011-03-16 10:17:00,Hardware,Medium,35.54,Endpoint Support,Resolved
TKT00446,10289,2011-03-29 16:00:00,Learning,High,6.66,Learning & Development,Resolved
TKT00447,10289,2011-03-07 16:26:00,Access,Medium,30.98,IT Service Desk,Resolved
TKT00448,10289,2011-02-28 08:02:00,Learning,Medium,26.11,HR Support,Resolved
TKT00449,10289,2011-03-29 17:23:00,Other,Medium,21.53,IT Service Desk,Closed
TKT00450,10139,2013-09-27 15:52:00,Other,High,9.78,IT Service Desk,Resolved
TKT00451,10139,2013-10-03 10:26:00,Payroll,Low,17.64,Payroll Support,Resolved
TKT00452,10139,2013-08-29 11:39:00,Access,Medium,15.4,IT Access Management,Resolved
TKT00453,10139,2013-09-08 11:21:00,HR policy,Medium,,HR Support,In Progress
TKT00454,10139,2013-08-31 15:27:00,HR policy,High,6.56,People Operations,Resolved
TKT00455,10227,2012-12-10 12:28:00,Payroll,Low,18.21,Payroll Support,Closed
TKT00456,10227,2012-11-29 14:16:00,Learning,Low,17.24,Learning & Development,Closed
TKT00457,10227,2012-11-17 11:14:00,Learning,Low,31.98,Learning & Development,Closed
TKT00458,10236,2013-10-07 16:25:00,Access,High,3.06,IT Access Management,Resolved
TKT00459,10236,2013-10-11 14:23:00,Other,Medium,18.65,IT Service Desk,Resolved
TKT00460,10009,2011-08-10 15:52:00,Hardware,Medium,33.03,Endpoint Support,Resolved
TKT00461,10009,2011-07-05 09:59:00,Learning,Medium,22.26,Learning & Development,Resolved
TKT00462,10009,2011-08-17 14:36:00,Hardware,Medium,12.86,Endpoint Support,Resolved
TKT00463,10060,2014-02-15 08:14:00,Hardware,Medium,20.4,IT Service Desk,Closed
TKT00464,10060,2014-01-17 14:48:00,Hardware,Medium,26.32,IT Service Desk,Closed
TKT00465,10060,2014-02-09 16:51:00,Other,High,10.7,HR Support,Closed
TKT00466,10060,2014-01-13 14:33:00,Hardware,High,21.9,Endpoint Support,Resolved
TKT00467,10060,2014-02-19 14:14:00,Learning,Medium,11.11,Learning & Development,Closed
TKT00468,10034,2011-12-13 12:38:00,Learning,Low,21.87,Learning & Development,Closed
TKT00469,10034,2011-12-09 10:15:00,Access,High,5.93,IT Access Management,Resolved
TKT00470,10034,2011-12-11 12:09:00,Payroll,Medium,22.97,Payroll Support,Resolved
TKT00471,10034,2011-12-19 10:09:00,Access,Critical,6.56,IT Service Desk,Resolved
TKT00472,10156,2015-01-15 14:17:00,Hardware,High,,Endpoint Support,In Progress
TKT00473,10036,2014-07-10 12:50:00,Other,High,7.43,HR Support,Resolved
TKT00474,10036,2014-07-31 09:55:00,Other,Medium,22.77,IT Service Desk,Resolved
TKT00475,10036,2014-07-14 09:33:00,Access,Medium,20.02,IT Access Management,Resolved
TKT00476,10036,2014-07-13 08:16:00,Access,Medium,19.79,IT Service Desk,Resolved
TKT00477,10036,2014-08-06 15:37:00,Access,High,10.37,IT Access Management,Closed
TKT00478,10138,2011-02-24 12:04:00,Hardware,Medium,23.24,IT Service Desk,Closed
TKT00479,10244,2011-11-19 09:19:00,Payroll,High,12.76,HR Support,Resolved
TKT00480,10244,2011-12-03 12:17:00,Hardware,Medium,24.12,IT Service Desk,Closed
TKT00481,10192,2013-11-02 14:42:00,Payroll,Low,50.67,Payroll Support,Resolved
TKT00482,10192,2013-11-07 11:26:00,Hardware,Low,65.21,Endpoint Support,Closed
TKT00483,10192,2013-10-03 08:28:00,HR policy,Low,34.3,HR Support,Resolved
TKT00484,10192,2013-10-12 13:00:00,Hardware,Medium,11.73,IT Service Desk,Resolved
TKT00485,10192,2013-10-05 16:07:00,Access,Critical,2.75,IT Service Desk,Resolved
TKT00486,10089,2012-08-09 17:25:00,Learning,Low,21.73,Learning & Development,Resolved
TKT00487,10089,2012-08-13 17:37:00,Payroll,Medium,20.66,Payroll Support,Resolved
TKT00488,10089,2012-08-04 16:45:00,Access,Medium,13.39,IT Access Management,Resolved
TKT00489,10089,2012-08-11 13:32:00,Learning,High,9.85,HR Support,Resolved
TKT00490,10089,2012-07-27 11:10:00,Hardware,Medium,29.96,IT Service Desk,Resolved
TKT00491,10166,2011-10-21 10:32:00,Access,High,6.24,IT Access Management,Resolved
TKT00492,10166,2011-10-06 13:42:00,Payroll,Medium,7.56,HR Support,Resolved
TKT00493,10166,2011-10-18 15:05:00,HR policy,Low,15.04,HR Support,Resolved
TKT00494,10170,2011-10-09 09:25:00,Other,High,,HR Support,In Progress
TKT00495,10170,2011-09-28 13:12:00,Access,High,8.3,IT Access Management,Resolved
TKT00496,10170,2011-10-01 09:41:00,Hardware,Medium,15.19,IT Service Desk,Resolved
TKT00497,10170,2011-10-04 12:04:00,Access,High,5.78,IT Service Desk,Resolved
TKT00498,10208,2014-02-23 14:29:00,Access,Medium,11.69,IT Service Desk,Resolved
TKT00499,10176,2011-01-12 17:28:00,Hardware,Critical,6.01,Endpoint Support,Resolved
TKT00500,10176,2011-01-20 10:00:00,Hardware,Low,21.95,IT Service Desk,Resolved
TKT00501,10165,2011-04-12 09:24:00,Hardware,Medium,32.25,IT Service Desk,Resolved
TKT00502,10165,2011-03-08 12:33:00,Other,Medium,26.85,HR Support,Resolved
TKT00503,10165,2011-04-17 10:58:00,Learning,Medium,,Learning & Development,In Progress
TKT00504,10165,2011-04-19 12:39:00,Learning,Medium,17.79,Learning & Development,Resolved
TKT00505,10113,2014-12-17 16:31:00,Hardware,High,11.7,IT Service Desk,Resolved
TKT00506,10113,2014-12-22 15:28:00,Access,Medium,16.39,IT Service Desk,Resolved
TKT00507,10113,2014-11-18 14:10:00,Other,Medium,30.77,HR Support,Closed
TKT00508,10092,2011-02-15 14:16:00,Access,Medium,,IT Access Management,In Progress
TKT00509,10092,2011-01-28 14:36:00,Hardware,Low,40.11,IT Service Desk,Resolved
TKT00510,10092,2011-02-05 08:09:00,HR policy,Medium,15.36,HR Support,Resolved
TKT00511,10092,2011-01-31 13:52:00,Hardware,Medium,35.4,Endpoint Support,Resolved
TKT00512,10092,2011-01-14 15:45:00,Access,High,8.07,IT Service Desk,Resolved
TKT00513,10092,2011-01-16 14:20:00,Payroll,High,11.86,Payroll Support,Resolved
TKT00514,10106,2013-02-18 12:31:00,Learning,Medium,12.66,HR Support,Closed
TKT00515,10106,2013-01-21 10:52:00,Learning,High,4.15,HR Support,Resolved
TKT00516,10106,2013-02-12 13:53:00,Other,Medium,,HR Support,Open
TKT00517,10052,2012-07-24 08:07:00,Payroll,High,9.04,Payroll Support,Closed
TKT00518,10052,2012-08-02 15:02:00,Hardware,Medium,25.82,IT Service Desk,Resolved
TKT00519,10052,2012-08-14 12:04:00,HR policy,Low,31.0,HR Support,Resolved
TKT00520,10052,2012-08-04 08:00:00,Hardware,High,8.95,IT Service Desk,Resolved
TKT00521,10052,2012-08-07 10:31:00,Payroll,Medium,7.97,Payroll Support,Resolved
TKT00522,10052,2012-07-27 11:32:00,Access,Medium,,IT Service Desk,In Progress
TKT00523,10038,2014-02-15 14:20:00,Access,High,17.9,IT Service Desk,Closed
TKT00524,10038,2014-01-09 17:29:00,Access,Low,33.65,IT Access Management,Closed
TKT00525,10038,2014-02-20 13:55:00,Access,High,16.56,IT Service Desk,Resolved
TKT00526,10038,2014-02-12 16:06:00,Access,Medium,16.39,IT Service Desk,Closed
TKT00527,10038,2014-01-30 12:44:00,Access,Medium,26.9,IT Service Desk,Resolved
TKT00528,10038,2014-02-01 08:11:00,Access,Medium,10.33,IT Service Desk,Resolved
TKT00529,10038,2014-01-20 08:44:00,Access,Low,17.39,IT Service Desk,Resolved
TKT00530,10249,2012-05-05 11:46:00,Access,Low,25.28,IT Access Management,Resolved
TKT00531,10249,2012-04-30 14:38:00,Payroll,High,10.02,Payroll Support,Resolved
TKT00532,10249,2012-04-14 12:51:00,HR policy,Low,24.87,HR Support,Resolved
TKT00533,10232,2016-11-02 08:50:00,Learning,Medium,,Learning & Development,In Progress
TKT00534,10087,2011-11-02 13:47:00,Hardware,Medium,,IT Service Desk,Open
TKT00535,10087,2011-10-28 16:05:00,Learning,Low,9.33,Learning & Development,Resolved
TKT00536,10087,2011-10-28 17:00:00,Access,Medium,15.99,IT Service Desk,Resolved
TKT00537,10087,2011-11-06 17:59:00,Access,Critical,3.91,IT Service Desk,Resolved
TKT00538,10087,2011-09-29 15:35:00,Access,High,3.44,IT Service Desk,Resolved
TKT00539,10134,2016-01-30 09:20:00,Access,High,8.24,IT Access Management,Resolved
TKT00540,10134,2016-02-10 16:16:00,Access,Medium,,IT Service Desk,In Progress
TKT00541,10134,2016-02-13 15:23:00,Learning,High,27.89,HR Support,Resolved
TKT00542,10134,2016-02-14 13:19:00,Access,Medium,23.27,IT Service Desk,Closed
TKT00543,10134,2016-02-17 11:04:00,Access,Medium,20.59,IT Service Desk,Closed
TKT00544,10134,2016-02-10 13:34:00,Access,Low,16.3,IT Access Management,Resolved
TKT00545,10134,2016-02-07 11:56:00,Access,Medium,17.66,IT Service Desk,Closed
TKT00546,10251,2012-06-05 16:14:00,Access,High,3.29,IT Access Management,Resolved
TKT00547,10103,2012-05-20 09:42:00,Payroll,Medium,19.88,HR Support,Resolved
TKT00548,10103,2012-05-27 10:10:00,Access,Medium,13.61,IT Service Desk,Resolved
TKT00549,10103,2012-06-04 11:17:00,Payroll,Medium,29.72,HR Support,Closed
TKT00550,10103,2012-05-07 16:43:00,Hardware,Medium,25.46,IT Service Desk,Resolved
TKT00551,10103,2012-05-02 11:32:00,HR policy,Low,25.15,HR Support,Closed
TKT00552,10103,2012-06-05 15:44:00,Learning,Low,39.3,HR Support,Resolved
TKT00553,10103,2012-05-21 11:22:00,Other,Low,34.9,HR Support,Resolved
TKT00554,10017,2013-09-30 10:00:00,Payroll,Medium,16.92,Payroll Support,Resolved
TKT00555,10017,2013-10-16 13:15:00,Access,Low,17.74,IT Service Desk,Resolved
TKT00556,10137,2013-07-09 10:18:00,Hardware,High,,Endpoint Support,In Progress
TKT00557,10137,2013-08-08 11:29:00,Hardware,Medium,18.06,IT Service Desk,Resolved
TKT00558,10137,2013-08-07 16:39:00,Other,Medium,18.73,HR Support,Resolved
TKT00559,10137,2013-08-09 16:43:00,Access,Medium,39.04,IT Service Desk,Resolved
TKT00560,10137,2013-07-14 13:09:00,Access,Medium,,IT Access Management,Open
TKT00561,10137,2013-08-19 10:01:00,Other,Low,23.01,HR Support,Resolved
TKT00562,10008,2011-02-01 11:51:00,Learning,Medium,10.92,HR Support,Closed
TKT00563,10008,2011-03-07 13:52:00,Payroll,Critical,3.91,Payroll Support,Resolved
TKT00564,10008,2011-02-12 08:29:00,Hardware,High,12.32,Endpoint Support,Closed
TKT00565,10008,2011-02-26 12:00:00,HR policy,Medium,25.28,HR Support,Resolved
TKT00566,10096,2013-08-16 10:37:00,Hardware,Low,51.77,Endpoint Support,Resolved
TKT00567,10096,2013-08-16 12:44:00,Learning,Medium,10.9,HR Support,Closed
TKT00568,10096,2013-08-08 15:38:00,Payroll,Medium,21.09,HR Support,Resolved
TKT00569,10096,2013-08-07 12:51:00,Access,Low,39.54,IT Service Desk,Resolved
TKT00570,10096,2013-08-08 12:08:00,Other,Medium,,IT Service Desk,Open
TKT00571,10096,2013-08-10 12:17:00,Access,Low,27.21,IT Service Desk,Closed
TKT00572,10035,2013-10-03 10:00:00,Other,High,9.5,IT Service Desk,Resolved
TKT00573,10035,2013-08-20 14:33:00,Learning,Medium,14.32,HR Support,Resolved
TKT00574,10035,2013-09-08 16:50:00,Hardware,High,17.89,IT Service Desk,Resolved
TKT00575,10035,2013-09-19 14:47:00,Access,High,,IT Access Management,Open
TKT00576,10057,2015-02-17 10:24:00,Learning,Critical,1.72,Learning & Development,Resolved
TKT00577,10057,2015-03-06 12:37:00,Hardware,High,,IT Service Desk,Open
TKT00578,10057,2015-03-22 11:56:00,HR policy,Low,15.32,People Operations,Resolved
TKT00579,10057,2015-03-01 08:40:00,Learning,Medium,12.8,HR Support,Resolved
TKT00580,10057,2015-03-13 12:38:00,Payroll,Low,,Payroll Support,In Progress
TKT00581,10004,2011-11-15 09:15:00,Hardware,Medium,15.82,Endpoint Support,Resolved
TKT00582,10004,2011-12-21 08:51:00,HR policy,Medium,28.25,HR Support,Resolved
TKT00583,10004,2011-11-07 08:28:00,Access,Low,16.41,IT Access Management,Resolved
TKT00584,10191,2012-10-14 09:40:00,Learning,Medium,15.21,Learning & Development,Closed
TKT00585,10191,2012-10-20 12:09:00,Access,Medium,,IT Service Desk,In Progress
TKT00586,10219,2014-02-18 11:23:00,Learning,Medium,10.35,HR Support,Resolved
TKT00587,10073,2011-08-06 17:56:00,Other,Medium,20.39,IT Service Desk,Closed
TKT00588,10073,2011-08-13 15:43:00,Hardware,Medium,21.78,Endpoint Support,Resolved
TKT00589,10073,2011-07-22 14:25:00,Hardware,Medium,33.32,IT Service Desk,Resolved
TKT00590,10073,2011-07-25 15:20:00,Other,Medium,26.37,HR Support,Resolved
TKT00591,10073,2011-07-25 09:04:00,Hardware,Medium,39.92,IT Service Desk,Resolved
TKT00592,10279,2013-11-17 12:26:00,Payroll,Medium,13.42,Payroll Support,Resolved
TKT00593,10279,2013-12-13 16:15:00,Hardware,Medium,20.01,IT Service Desk,Resolved
TKT00594,10279,2013-11-26 14:14:00,Other,High,10.13,IT Service Desk,Closed
TKT00595,10110,2013-11-27 10:33:00,Learning,Low,10.87,Learning & Development,Resolved
TKT00596,10110,2013-11-16 17:11:00,Learning,Medium,3.5,HR Support,Resolved
TKT00597,10053,2011-07-09 13:28:00,Payroll,Medium,23.32,Payroll Support,Resolved
TKT00598,10053,2011-06-26 15:12:00,HR policy,Medium,13.45,People Operations,Resolved
TKT00599,10053,2011-07-13 08:47:00,Hardware,Medium,22.98,IT Service Desk,Resolved
TKT00600,10076,2015-04-30 12:29:00,Access,Low,48.92,IT Access Management,Resolved
TKT00601,10076,2015-05-14 09:26:00,Access,High,5.61,IT Service Desk,Closed
TKT00602,10076,2015-04-01 11:27:00,Access,High,6.66,IT Access Management,Closed
TKT00603,10076,2015-04-17 13:10:00,Hardware,Medium,31.76,Endpoint Support,Resolved
TKT00604,10076,2015-03-30 10:14:00,Hardware,Medium,21.66,IT Service Desk,Resolved
TKT00605,10076,2015-04-20 14:22:00,Access,Medium,11.27,IT Access Management,Resolved
TKT00606,10076,2015-05-05 15:54:00,Hardware,Medium,20.76,Endpoint Support,Resolved
TKT00607,10145,2013-01-14 08:52:00,Access,Medium,26.93,IT Service Desk,Resolved
TKT00608,10145,2013-02-03 09:07:00,Hardware,Low,110.32,Endpoint Support,Closed
TKT00609,10145,2013-02-13 11:07:00,Learning,Low,,HR Support,In Progress
TKT00610,10145,2013-02-04 08:33:00,HR policy,Medium,11.69,HR Support,Closed
TKT00611,10145,2013-02-06 17:06:00,Learning,Medium,21.27,HR Support,Resolved
TKT00612,10202,2016-08-11 10:34:00,Payroll,Medium,24.73,Payroll Support,Resolved
TKT00613,10202,2016-08-02 11:20:00,Payroll,High,5.27,HR Support,Closed
TKT00614,10202,2016-08-04 17:19:00,Hardware,Medium,24.27,IT Service Desk,Resolved
TKT00615,10128,2012-04-24 14:17:00,Learning,Low,12.88,HR Support,Closed
TKT00616,10128,2012-04-25 09:14:00,Other,Low,41.72,HR Support,Resolved
TKT00617,10128,2012-05-15 16:19:00,Hardware,High,14.37,Endpoint Support,Closed
TKT00618,10068,2015-04-29 12:11:00,Other,Low,22.85,IT Service Desk,Resolved
TKT00619,10068,2015-05-03 16:37:00,Access,Medium,15.91,IT Access Management,Resolved
TKT00620,10116,2012-08-27 13:37:00,Access,Medium,12.49,IT Access Management,Closed
TKT00621,10116,2012-09-15 14:41:00,Learning,Low,11.01,HR Support,Closed
TKT00622,10116,2012-09-28 10:25:00,Access,Low,46.34,IT Access Management,Resolved
TKT00623,10298,2011-08-25 11:00:00,Access,Medium,21.52,IT Access Management,Resolved
